Name,Price,Reviews,Size,Category,Rating,bath-personal-care,beauty,grocery,healthy-home,pets,sports-nutrition,supplements
"Universal Nutrition, Ultra Whey Pro, Protein Powder, Vanilla Ice Cream, 5 lbs (2.27 kg)",74.61,561.0,2270.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"California Gold Nutrition, HydrationUP, Electrolyte Drink Mix Powder, Grape, 8 oz (227 g)",9.25,509.0,227.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Lake Avenue Nutrition, Creatine Powder, Unflavored, 5,000 mg, 32 oz (907 g)",24.89,713.0,0.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, S'mores, 12 Bars, 1.94 oz (55 g) Each",57.56,340.0,55.0,sports-nutrition,4.1,0,0,0,0,0,1,0
"Sports Research, SUPERBA 2 Antarctic Krill Oil with Astaxanthin, 500 mg, 120 Softgels",43.62,380.0,0.5,sports-nutrition,4.7,0,0,0,0,0,1,0
"Xtend, The Original 7G BCAA, Blue Raspberry Ice, 14.8 oz (420 g)",38.87,1640.0,420.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Think !, High Protein Bars, White Chocolate, 10 Bars, 2.1 oz (60 g) Each",31.53,704.0,60.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Doctor's Best, Pure L-Glutamine Powder, 10.6 oz (300 g)",21.78,468.0,300.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"MusclePharm, Combat Protein Powder, Banana Cream, 4 lbs (1814 g)",77.76,427.0,1814.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Jarrow Formulas, L-Glutamine, 750 mg, 120 Veggie Caps",19.34,399.0,0.75,sports-nutrition,4.7,0,0,0,0,0,1,0
"Xtend, The Original 7G BCAA, Watermelon Explosion, 13.7 oz (390 g)",38.87,1410.0,390.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Pure Protein, Chocolate Peanut Butter Bar, 12 Bars, 1.76 oz (50 g) Each",29.68,1786.0,50.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Dymatize Nutrition, ISO100 Hydrolyzed, 100% Whey Protein Isolate, Gourmet Vanilla, 3 lb (1.4 kg)",87.5,1721.0,1400.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Doctor's Best, Pure D-Ribose Powder with BioEnergy Ribose, 8.8 oz (250 g)",39.23,472.0,250.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, Cookies & Cream, 12 Bars, 2.12 oz (60 g) Each",49.9,2091.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Now Foods, L-Carnitine, 500 mg, 180 Veg Capsules",60.96,1386.0,0.5,sports-nutrition,4.7,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, Peanut Butter Fudge, 12 Bars, 1.4 oz (40 g) Each",31.98,879.0,40.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Doctor's Best, Sustained Plus Immediate Release L-Arginine, 500 mg, 120 Bilayer Tablets",26.14,261.0,0.5,sports-nutrition,4.6,0,0,0,0,0,1,0
"Muscletech, Performance Series, Phase8, Multi-Phase 8-Hour Protein, Milk Chocolate, 4.60 lbs (2.09 kg)",74.65,770.0,2090.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sierra Fit, Whey Protein Complete, Rich Chocolate, 5 lb (2.27 kg)",74.67,535.0,2270.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Think !, High Protein Bars, Chunky Peanut Butter, 10 Bars, 2.1 oz (60 g) Each",31.53,834.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Ultima Replenisher, Electrolyte Drink Mix, Grape, 10.8 oz (306 g)",65.32,455.0,306.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"BPI Sports, Micronized Creatine, Limited Edition, Unflavored, 10.58 oz (300 g)",14.91,394.0,300.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Six Star, Pre-Workout Explosion, Ripped, Watermelon, 5.91 oz (168 g)",23.32,259.0,168.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Universal Nutrition, Ultra Whey Pro, Protein Powder, Cookies & Cream, 5 lb (2.27 kg)",74.61,741.0,2270.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Garden of Life, Dr. Formulated Keto, Organic MCT Powder, 10.58 oz (300 g)",34.61,335.0,300.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, Sports, Arginine & Ornithine, 500 mg /250 mg, 250 Veg Capsules",36.94,635.0,0.5,sports-nutrition,4.4,0,0,0,0,0,1,0
"Sports Research, Astaxanthin with Coconut Oil,  6 mg, 120 Softgels",32.12,280.0,0.006,sports-nutrition,4.8,0,0,0,0,0,1,0
"Life Extension, L-Carnitine, 500 mg, 30 Vegetarian Capsules",17.5,196.0,0.5,sports-nutrition,4.8,0,0,0,0,0,1,0
"Dr. Murray's, Superfoods Protein Bars, Vegan Protein Combo Pack, 12 Bars, 2.05 oz (58 g) Each",19.66,882.0,58.0,sports-nutrition,3.7,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, Double Chocolate Chunk, 12 Bars, 2.12 oz (60 g) Each",49.9,1171.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Garden of Life, Sport, Certified Grass Fed Whey, Refuel, Chocolate, 23.28 oz (660 g)",63.65,129.0,660.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Pure Protein, Chocolate Deluxe Bar, 6 Bars, 1.76 oz (50 g) Each",15.46,2183.0,50.0,sports-nutrition,4.1,0,0,0,0,0,1,0
"Dr. Axe / Ancient Nutrition, Multi Collagen Protein, Vanilla, 1.04 lbs (472.5 g)",62.16,140.0,472.5,sports-nutrition,4.5,0,0,0,0,0,1,0
"Pure Protein, Lemon Cake Bar, 6 Bars, 1.76 oz (50 g) Each",14.78,608.0,50.0,sports-nutrition,3.9,0,0,0,0,0,1,0
"Sunwarrior, Collagen Building Protein Peptides with Hyaluronic Acid and Biotin, Tahitian Vanilla, 17.6 oz (500 g)",54.37,316.0,500.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Now Foods, Sports, L-Glutamine Powder, 1 lbs (454 g)",33.24,449.0,454.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Sierra Fit, Creatine, 750 mg, 240 Veggie Capsules",21.78,424.0,0.75,sports-nutrition,4.6,0,0,0,0,0,1,0
"Trace Minerals Research, Keto Electrolyte Powder, Sugar Free, Lemon Lime Flavor, 11.6 oz (330 g)",49.56,194.0,330.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"RSP Nutrition, Fish Oil, 1,250 mg Omega 3, 120 Softgels",24.86,612.0,0.25,sports-nutrition,4.8,0,0,0,0,0,1,0
"MET-Rx, Big 100, Meal Replacement Bar, Super Cookie Crunch, 9 Bars, 3.52 oz (100 g) Each",37.27,231.0,100.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Julian Bakery, PeakO2, 3.5 oz (100 g)",31.1,143.0,100.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Gaspari Nutrition, Proven EAAs with 9 Essential Amino Acids, Guava Nectarine, 13.75 oz (390 g)",51.32,100.0,390.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"NutraBio Labs, Intra Blast, Intra Workout Amino Fuel, Grape Berry Crush, 1.6 lb (722 g)",62.21,59.0,722.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Jarrow Formulas, Arginine, 1000 mg, 100 Tablets",20.32,1065.0,1.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, L-Carnitine, Pure Powder, 3 oz (85 g)",33.24,338.0,85.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Pure Protein, Chocolate Peanut Caramel Bars, 6 Bars, 1.76 oz (50 g) Each",15.46,3007.0,50.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"RSP Nutrition, Tribulus Terrestris, Testosterone Support, 800 mg, 120 Capsules",19.91,282.0,0.8,sports-nutrition,4.6,0,0,0,0,0,1,0
"Optimum Nutrition, Gold Standard 100% Whey, Extreme Milk Chocolate, 2 lb (907 g)",64.51,1924.0,907.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Sports Research, Cranberry Concentrate, 250 mg, 90 Softgels",25.14,268.0,0.25,sports-nutrition,4.2,0,0,0,0,0,1,0
"Think !, Protein & Fiber Bars, Chocolate Almond Brownie, 10 Bars, 1.41 oz (40 g) Each",21.84,159.0,40.0,sports-nutrition,3.9,0,0,0,0,0,1,0
"Dr. Murray's, Super Foods, 3 Seed Protein Powder, Chocolate, 16 oz (453.5 g)",21.08,235.0,453.5,sports-nutrition,4.4,0,0,0,0,0,1,0
"Now Foods, Sports, L-Arginine Powder, 1 lb (454 g)",36.94,865.0,454.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Six Star, Pre-Workout Explosion, Fruit Punch, 7.41 oz (210 g)",23.32,273.0,210.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, Sports, L-Arginine Powder, 2.2 lbs (1 kg)",71.13,865.0,1000.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Atkins, Snack, Protein Cookies, Chocolate Chip, 4 Cookies, 1.38 oz (39 g) Each",13.13,66.0,39.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Quest Nutrition, Hero Protein Bar, Crispy Blueberry Cobbler, 12 Bars, 2.12 oz (60 g)",49.9,28.0,60.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, Chocolate Chip Cookie Dough, 12 Bars, 2.12 oz (60 g) Each",49.9,2230.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"MusclePharm, Combat 100% Whey Protein, Vanilla, 5 lbs (2269 g)",93.32,656.0,2269.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"JNX Sports, The Ripper, Fat Burner, Razor Lime, 5.3 oz (150 g)",43.54,464.0,150.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Think !, ThinkKids, Protein Bars, Peanut Butter Cup, 5 Bars, 1 oz (28 g ) Each",8.99,293.0,28.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Julian Bakery, Paleo Protein, Egg White Protein, Unflavored, 2 lbs (907 g)",51.72,198.0,907.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Nature's Way, Beet Root, 500 mg, 100 Vegan Capsules",12.1,545.0,0.5,sports-nutrition,4.5,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, French Vanilla Creme, 12 Bars, 1.4 oz (40 g) Each",31.98,249.0,40.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Pure Protein, 100% Whey Protein, Vanilla Cream, 1 lb (453 g)",22.09,323.0,453.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"ALLMAX Nutrition, TribX90, Ultra-Concentrated Bulgarian Tribulus, 90% Furostanolic Saponins, 750 mg, 90 Capsules",34.97,551.0,0.75,sports-nutrition,4.5,0,0,0,0,0,1,0
"Trace Minerals Research, Max-Hydrate Endurance, Effervescent Tablets, Citrus, 1.59 oz (45 g)",7.76,137.0,45.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"EFX Sports, Karbolyn Fuel, Neutral, 4.3 lbs (1950 g)",77.76,363.0,1950.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Garden of Life, RAW Organic Meal, Shake & Meal Replacement, Chocolate Cacao, 1 lb 2 oz (509 g)",39.07,1716.0,509.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Optimum Nutrition, Instantized BCAA 5000 Powder, Unflavored, 12.16 oz (345 g)",49.53,613.0,345.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"KAL, Amino Acid Complex 1000, 1,000 mg, 100 Tablets",31.1,161.0,0.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"MusclePharm, Combat Protein Powder, Chocolate Milk, 2 lbs (907 g)",41.98,2012.0,907.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Now Foods, CLA, 800 mg, 180 Softgels",33.24,565.0,0.8,sports-nutrition,4.2,0,0,0,0,0,1,0
"NutraBio Labs, Alpha EAA, Cherry Lime Slush, 1 lb (455 g)",54.43,151.0,455.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Dymatize Nutrition, ISO100 Hydrolyzed, 100% Whey Protein Isolate, Gourmet Chocolate, 3 lb (1.4 kg)",87.5,3087.0,1400.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Controlled Labs, Purple Wraath, Purple Lemonade, 2.44 lbs (1108 g)",107.38,262.0,1108.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Solgar, Whey To Go, Whey Protein Powder, Chocolate, 16 oz (455 g)",24.02,534.0,455.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Naturade, Weight Gain, Vanilla, 1.3 lbs (576 g)",33.58,603.0,576.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Now Foods, Sports, Organic Pea Protein Powder, Pure Unflavored, 1.5 lbs (680 g)",29.91,221.0,680.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Primaforce, Max CLA, 800 mg, 180 Softgels",24.61,447.0,0.8,sports-nutrition,4.4,0,0,0,0,0,1,0
"Lake Avenue Nutrition, Whey Protein + Probiotics, Vanilla Flavor, 5 lb (2,270 g)",93.33,390.0,270.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Dymatize Nutrition, Super Mass Gainer, Gourmet Vanilla, 6 lbs (2.7 kg)",49.67,198.0,2700.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Nature's Way, Beet Root, 500 mg, 320 Vegan Capsules",30.21,545.0,0.5,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sports Research, SUPERBA 2 Antarctic Krill Oil with Astaxanthin, 1,000 mg, 30 Softgels",24.94,3397.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Purely Inspired, Organic Protein, Plant-Based Nutrition Shake, Decadent Chocolate, 1.5 lbs (680 g)",31.67,274.0,680.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Kaged Muscle, Patented C-HCI, Creatine HCI, Unflavored, 1.98 oz (56.25 g)",31.1,88.0,56.25,sports-nutrition,4.3,0,0,0,0,0,1,0
"Optimum Nutrition, Gold Standard, 100% Whey, Banana Cream, 5 lbs (2.27 kg)",64.87,1858.0,2270.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Gaspari Nutrition, Glutamine, Unflavored, 10.58 oz (300 g)",26.12,80.0,300.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Garden of Life, Sport, Organic Plant-Based Performance Protein Bar, Peanut Butter Chocolate, 12 Bars, 2.61 oz (74 g) Each",59.1,354.0,74.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Think !, High Protein Bars, Sea Salt Almond Chocolate, 10 Bars, 1.94 oz (55 g) Each",31.53,153.0,55.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Now Foods, L-Citrulline, 750 mg, 90 Veg Capsules",25.85,541.0,0.75,sports-nutrition,4.5,0,0,0,0,0,1,0
"Dymatize Nutrition, ISO100 Hydrolyzed, 100% Whey Protein Isolate, Gourmet Chocolate, 1.6 lbs (725 g)",47.7,3087.0,725.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sports Research, MCT Oil, 1,000 mg, 120 Softgels",18.12,277.0,0.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Think !, High Protein Bars, Lemon Delight, 10 Bars, 2.1 oz (60 g) Each",31.53,1080.0,60.0,sports-nutrition,4.1,0,0,0,0,0,1,0
"Muscletech, Nitro Tech Ripped, Ultimate Protein + Weight Loss Formula, French Vanilla Swirl, 4 lbs (1.81 kg)",93.32,429.0,1810.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Solgar, Tonalin CLA, 1,300 mg, 60 Softgels",30.62,1061.0,0.3,sports-nutrition,4.5,0,0,0,0,0,1,0
"Trace Minerals Research, Max Hydrate Energy, Effervescent Tablets, Orange, 1.55 oz (44 g)",7.76,173.0,44.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Dr. Axe / Ancient Nutrition, Multi Collagen Protein, Vanilla, 1.04 lbs (472.5 g)",62.16,140.0,472.5,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sunwarrior, Collagen Building Protein Peptides with Hyaluronic Acid and Biotin, Tahitian Vanilla, 17.6 oz (500 g)",54.37,316.0,500.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Now Foods, Sports, L-Glutamine Powder, 1 lbs (454 g)",33.24,449.0,454.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Sierra Fit, Creatine, 750 mg, 240 Veggie Capsules",21.78,424.0,0.75,sports-nutrition,4.6,0,0,0,0,0,1,0
"Trace Minerals Research, Keto Electrolyte Powder, Sugar Free, Lemon Lime Flavor, 11.6 oz (330 g)",49.56,194.0,330.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"RSP Nutrition, Fish Oil, 1,250 mg Omega 3, 120 Softgels",24.86,612.0,0.25,sports-nutrition,4.8,0,0,0,0,0,1,0
"MET-Rx, Big 100, Meal Replacement Bar, Super Cookie Crunch, 9 Bars, 3.52 oz (100 g) Each",37.27,231.0,100.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Julian Bakery, PeakO2, 3.5 oz (100 g)",31.1,143.0,100.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Gaspari Nutrition, Proven EAAs with 9 Essential Amino Acids, Guava Nectarine, 13.75 oz (390 g)",51.32,100.0,390.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"NutraBio Labs, Intra Blast, Intra Workout Amino Fuel, Grape Berry Crush, 1.6 lb (722 g)",62.21,59.0,722.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Jarrow Formulas, Arginine, 1000 mg, 100 Tablets",20.32,1065.0,1.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, L-Carnitine, Pure Powder, 3 oz (85 g)",33.24,338.0,85.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"RSP Nutrition, Tribulus Terrestris, Testosterone Support, 800 mg, 120 Capsules",19.91,282.0,0.8,sports-nutrition,4.6,0,0,0,0,0,1,0
"Pure Protein, Chocolate Peanut Caramel Bars, 6 Bars, 1.76 oz (50 g) Each",15.46,3007.0,50.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Optimum Nutrition, Gold Standard 100% Whey, Extreme Milk Chocolate, 2 lb (907 g)",64.51,1924.0,907.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Sports Research, Cranberry Concentrate, 250 mg, 90 Softgels",25.14,268.0,0.25,sports-nutrition,4.2,0,0,0,0,0,1,0
"Think !, Protein & Fiber Bars, Chocolate Almond Brownie, 10 Bars, 1.41 oz (40 g) Each",21.84,159.0,40.0,sports-nutrition,3.9,0,0,0,0,0,1,0
"Dr. Murray's, Super Foods, 3 Seed Protein Powder, Chocolate, 16 oz (453.5 g)",21.08,235.0,453.5,sports-nutrition,4.4,0,0,0,0,0,1,0
"Now Foods, Sports, L-Arginine Powder, 1 lb (454 g)",36.94,865.0,454.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Six Star, Pre-Workout Explosion, Fruit Punch, 7.41 oz (210 g)",23.32,273.0,210.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, Sports, L-Arginine Powder, 2.2 lbs (1 kg)",71.13,865.0,1000.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Atkins, Snack, Protein Cookies, Chocolate Chip, 4 Cookies, 1.38 oz (39 g) Each",13.13,66.0,39.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Quest Nutrition, Hero Protein Bar, Crispy Blueberry Cobbler, 12 Bars, 2.12 oz (60 g)",49.9,28.0,60.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, Chocolate Chip Cookie Dough, 12 Bars, 2.12 oz (60 g) Each",49.9,2230.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"JNX Sports, The Ripper, Fat Burner, Razor Lime, 5.3 oz (150 g)",43.54,464.0,150.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Think !, ThinkKids, Protein Bars, Peanut Butter Cup, 5 Bars, 1 oz (28 g ) Each",8.99,293.0,28.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"MusclePharm, Combat 100% Whey Protein, Vanilla, 5 lbs (2269 g)",93.32,656.0,2269.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Julian Bakery, Paleo Protein, Egg White Protein, Unflavored, 2 lbs (907 g)",51.72,198.0,907.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Nature's Way, Beet Root, 500 mg, 100 Vegan Capsules",12.1,545.0,0.5,sports-nutrition,4.5,0,0,0,0,0,1,0
"Pure Protein, 100% Whey Protein, Vanilla Cream, 1 lb (453 g)",22.09,323.0,453.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"ALLMAX Nutrition, TribX90, Ultra-Concentrated Bulgarian Tribulus, 90% Furostanolic Saponins, 750 mg, 90 Capsules",34.97,551.0,0.75,sports-nutrition,4.5,0,0,0,0,0,1,0
"Trace Minerals Research, Max-Hydrate Endurance, Effervescent Tablets, Citrus, 1.59 oz (45 g)",7.76,137.0,45.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Optimum Nutrition, Instantized BCAA 5000 Powder, Unflavored, 12.16 oz (345 g)",49.53,613.0,345.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Now Foods, CLA, 800 mg, 180 Softgels",33.24,565.0,0.8,sports-nutrition,4.2,0,0,0,0,0,1,0
"KAL, Amino Acid Complex 1000, 1,000 mg, 100 Tablets",31.1,161.0,0.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"MusclePharm, Combat Protein Powder, Chocolate Milk, 2 lbs (907 g)",41.98,2012.0,907.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"NutraBio Labs, Alpha EAA, Cherry Lime Slush, 1 lb (455 g)",54.43,151.0,455.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Dymatize Nutrition, ISO100 Hydrolyzed, 100% Whey Protein Isolate, Gourmet Chocolate, 3 lb (1.4 kg)",87.5,3087.0,1400.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Solgar, Whey To Go, Whey Protein Powder, Chocolate, 16 oz (455 g)",24.02,534.0,455.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Naturade, Weight Gain, Vanilla, 1.3 lbs (576 g)",33.58,603.0,576.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Now Foods, Sports, Organic Pea Protein Powder, Pure Unflavored, 1.5 lbs (680 g)",29.91,221.0,680.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Primaforce, Max CLA, 800 mg, 180 Softgels",24.61,447.0,0.8,sports-nutrition,4.4,0,0,0,0,0,1,0
"Dymatize Nutrition, Super Mass Gainer, Gourmet Vanilla, 6 lbs (2.7 kg)",49.67,198.0,2700.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Nature's Way, Beet Root, 500 mg, 320 Vegan Capsules",30.21,545.0,0.5,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sports Research, SUPERBA 2 Antarctic Krill Oil with Astaxanthin, 1,000 mg, 30 Softgels",24.94,3397.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Purely Inspired, Organic Protein, Plant-Based Nutrition Shake, Decadent Chocolate, 1.5 lbs (680 g)",31.67,274.0,680.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Optimum Nutrition, Gold Standard 100% Whey, Chocolate Hazelnut, 2 lb (907 g)",64.51,230.0,907.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"JYM Supplement Science, High-Performance Pre-Workout, Tangerine, 17.9 oz (508 g)",47.27,84.0,508.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Dymatize Nutrition, Super Mass Gainer, Rich Chocolate, 6 lbs (2.7 kg)",49.67,390.0,2700.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Natural Factors, Micronized L-Glutamine, 1,000 mg, 180 Vegetarian Capsules",21.12,42.0,0.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"California Gold Nutrition, L-Carnitine Fumarate, European Sourced, Alfasigma, 885 mg, 60 Veggie Caps",31.11,255.0,0.885,sports-nutrition,4.5,0,0,0,0,0,1,0
"Muscletech, Performance Series, CELL-TECH, The Most Powerful Creatine Formula, Fruit Punch, 3.00 lbs (1.36 kg)",46.65,418.0,1360.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Universal Nutrition, Creatine, Unflavored, 2 Bottles, 200 g Each",16.9,1287.0,200.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Now Foods, Sports, Carbo Gain, 8 lbs (3.6 kg)",38.78,384.0,3600.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Optimum Nutrition, Gold Standard 100% Casein, Chocolate Supreme, 2 lbs (909 g)",77.64,673.0,909.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Salted Caramel Chocolate, 12 Bars, 1.94 oz (55 g) Each",57.56,119.0,55.0,sports-nutrition,3.7,0,0,0,0,0,1,0
"Gaspari Nutrition, SuperPump Max, Blue Raspberry , 1.41 lbs (640 g)",60.65,135.0,640.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Quest Nutrition, Tortilla Style Protein Chips, Spicy Sweet Chili, 8 Bags, 1.1 oz (32 g) Each",33.26,52.0,32.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Garden of Life, RAW Organic Meal, Shake & Meal Replacement, 2 lb 5 oz (1,038 g)",72.59,863.0,38.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"One Brands, ONE Bar, Almond Bliss, 12 Bars, 2.12 oz (60 g) Each",38.98,721.0,60.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Muscletech, Performance Series, CELL-TECH, The Most Powerful Creatine Formula, Fruit Punch, 6.00 lb (2.72 kg)",69.98,418.0,2720.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Primaforce, AAKG, Unflavored, 8.8 oz (250 g)",27.35,308.0,250.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, Wild Berry Creme, 12 Bars, 1.4 oz (40 g) Each",31.98,287.0,40.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Primaforce, SYNEBURN, 10 mg, 180 Vegetarian Capsules",17.76,176.0,0.01,sports-nutrition,4.2,0,0,0,0,0,1,0
"EVLution Nutrition, Caffeine, 200 mg, 100 Tablets",8.74,282.0,0.2,sports-nutrition,4.6,0,0,0,0,0,1,0
"ALLMAX Nutrition, Gold AllWhey, Premium Whey Protein, Chocolate, 5 lbs (2.27 kg)",93.32,1012.0,2270.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"One Brands, ONE Bar, Cinnamon Roll, 12 Bars, 2.12 oz (60 g) Each",38.87,471.0,60.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"JNX Sports, The Ripper, Fat Burner, Blood Orange, 5.3 oz (150 g)",43.54,153.0,150.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Larabar, The Original Fruit & Nut Food Bar, Peanut Butter Chocolate Chip, 16 Bars, 1.6 oz (45 g) Each",40.13,178.0,45.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Natural Factors, L-Arginine, 500 mg, 90 Vegetarian Capsules",8.02,577.0,0.5,sports-nutrition,4.7,0,0,0,0,0,1,0
