Name,Price,Reviews,Size,Category,Rating,bath-personal-care,beauty,grocery,healthy-home,pets,sports-nutrition,supplements
"PanOxyl, Acne Creamy Wash, Benzoyl Peroxide 4% Daily Control,  6 oz (170 g)",15.84,67.0,170.0,beauty,4.7,0,1,0,0,0,0,0
"Derma E, Advanced Peptides & Collagen Moisturizer, 2 oz (56 g)",39.6,538.0,56.0,beauty,4.5,0,1,0,0,0,0,0
"Ardell, LashGrip, For Strip Lashes, Clear Adhesive, .25 oz (7 g)",4.23,316.0,7.0,beauty,4.5,0,1,0,0,0,0,0
"Badger Company, Organic, Beauty Balm, Damascus Rose, 1 oz (28 g)",19.22,595.0,28.0,beauty,4.4,0,1,0,0,0,0,0
"Aveeno, Calm + Restore, Oat Gel Moisturizer, Fragrance-Free, Trial Size,  0.5 oz (14 g)",9.05,9.0,14.0,beauty,4.2,0,1,0,0,0,0,0
"Alba Botanica, Hawaiian Beauty Facial Mask, Pore-Fecting Papaya Enzyme, 3 oz (85 g)",16.71,2904.0,85.0,beauty,4.5,0,1,0,0,0,0,0
"Sympli Beautiful, Coconut Smoothing Micro Polish,  4 oz (113 g)",21.21,550.0,113.0,beauty,4.6,0,1,0,0,0,0,0
"Differin, Restorative Night Moisturizer, 2.5 oz (71 g)",18.44,182.0,71.0,beauty,4.8,0,1,0,0,0,0,0
"E.L.F., Satin Eyeliner Pencil, Black, 0.03 oz (0.85 g)",5.54,257.0,0.85,beauty,4.5,0,1,0,0,0,0,0
"Airspun, Loose Face Powder, Naturally Neutral 070-11, 2.3 oz (65 g)",10.38,653.0,65.0,beauty,4.5,0,1,0,0,0,0,0
"Grandpa's, Face & Body Bar Soap, Thylox Acne Treatment,3.25 oz (92 g)",7.44,4447.0,92.0,beauty,4.2,0,1,0,0,0,0,0
"L.A. Girl, Pro Conceal HD Concealer, Orange Corrector, 0.28 oz (8 g)",6.22,982.0,8.0,beauty,4.2,0,1,0,0,0,0,0
"DUO, Brush On Striplash Adhesive, White/Clear,  0.18 oz (5 g)",7.47,763.0,5.0,beauty,4.5,0,1,0,0,0,0,0
"Aveeno, Calm + Restore, Oat Gel Moisturizer, Fragrance Free, 1.7 oz (48 g)",27.95,309.0,48.0,beauty,4.8,0,1,0,0,0,0,0
"G9skin, White In Milk Sun, SPF 50+ PA++++, 40 g",16.08,1557.0,40.0,beauty,4.6,0,1,0,0,0,0,0
"Derma E, Essentials, Sun Protection Mineral Powder, SPF 30, 0.14 oz (4.0 g)",22.36,1173.0,4.0,beauty,4.2,0,1,0,0,0,0,0
"Skinfood, Rice Beauty Mask Wash Off, 3.52 oz (100 g)",17.11,3940.0,100.0,beauty,4.2,0,1,0,0,0,0,0
"The Saem, Mousse Candy Tint, 02 Strawberry, .08 g",6.92,509.0,0.08,beauty,4.3,0,1,0,0,0,0,0
"Palmer's, Skin Success with Vitamin E, Anti-Dark Spot Fade Cream, Night, 2.7 oz (75 g)",10.81,49.0,75.0,beauty,4.4,0,1,0,0,0,0,0
"KissMe, Heroine Make, Long & Curl Mascara, Advanced Film, Waterproof,  #01 Super Black, 0.21 oz (6 g)",17.42,85.0,6.0,beauty,4.5,0,1,0,0,0,0,0
"Medi-Peel, Peptide 9, Volume Tox Cream, 1.76 oz (50 g)",43.38,207.0,50.0,beauty,4.8,0,1,0,0,0,0,0
"Wet n Wild, Brow Sessive Shaping Gel, Clear, 0.09 oz (2.5 g)",5.8,140.0,2.5,beauty,4.0,0,1,0,0,0,0,0
"Petitfee, Agave Cooling, Hydrogel Beauty Face Mask, 5 Sheets, 1.12 oz (32 g) Each",18.04,527.0,32.0,beauty,4.8,0,1,0,0,0,0,0
"E.L.F., Eyebrow Kit, Gel & Powder, Dark, Gel 0.05 oz (1.4 g) Powder 0.08 oz (2.3 g)",9.26,1831.0,1.4,beauty,4.3,0,1,0,0,0,0,0
"Cetaphil, Rich Hydrating Cream with Hyaluronic Acid, 1.7 oz (48 g)",34.72,362.0,48.0,beauty,4.5,0,1,0,0,0,0,0
"Derma E, Vitamin E 12,000 IU Creme, 4 oz (113 g)",16.74,1515.0,113.0,beauty,4.5,0,1,0,0,0,0,0
"Wet n Wild, Ultimate Brow Set, Dark Brown, 0.09 oz (2.5 g)",6.88,552.0,2.5,beauty,4.5,0,1,0,0,0,0,0
"E.L.F., HD Powder, Sheer, 0.28 oz (8 g)",12.96,2598.0,8.0,beauty,4.3,0,1,0,0,0,0,0
"Sympli Beautiful, Juice, Apple AHA Skin Perfecting Peel, 2 oz (56 g)",16.8,21.0,56.0,beauty,4.6,0,1,0,0,0,0,0
"Physicians Formula, Mineral Wear, Face Powder, SPF 16, Creamy Natural, 0.3 oz (9 g)",21.78,598.0,9.0,beauty,4.4,0,1,0,0,0,0,0
"Neutrogena, Healthy Skin, Anti-Wrinkle Cream, Night, 1.4 oz (40 g)",26.21,340.0,40.0,beauty,4.5,0,1,0,0,0,0,0
"Laneige, Lip Sleeping Mask, Apple Lime, 20 g",23.61,649.0,20.0,beauty,4.6,0,1,0,0,0,0,0
"Secret Key, Snow White Milky Pack, Whitening Cream, 200 g",20.22,652.0,200.0,beauty,3.9,0,1,0,0,0,0,0
"MOODmatcher, Lipstick, Green, 0.12 oz (3.5 g)",7.78,757.0,3.5,beauty,4.3,0,1,0,0,0,0,0
"E.L.F., Instant Lift Brow Pencil, Deep Brown, 0.006 oz (0.18 g)",4.67,372.0,0.18,beauty,4.5,0,1,0,0,0,0,0
"Aztec Secret, Indian Healing Clay, Deep Pore Cleansing!, 2 lbs (908 g)",19.44,7932.0,908.0,beauty,4.4,0,1,0,0,0,0,0
"Andalou Naturals, Instant Luminous, Turmeric & Gold Clay Beauty Face Mask, 0.28 oz (8 g)",6.21,1528.0,8.0,beauty,4.5,0,1,0,0,0,0,0
"Rimmel London, Professional Eyebrow Pencil, 001 Dark Brown, .05 oz (1.4 g)",5.48,352.0,1.4,beauty,4.4,0,1,0,0,0,0,0
"Neutrogena, Hydro Boost, Body Gel Cream, 16 oz (453 g)",16.49,608.0,453.0,beauty,4.7,0,1,0,0,0,0,0
"Wet n Wild, Color Icon Kohl Liner Pencil, You're Always White!, 0.04 oz (1.4 g)",3.11,488.0,1.4,beauty,4.2,0,1,0,0,0,0,0
"L.A. Girl, Ultimate Lip, Intense Stay Auto Lipliner, Keep It Spicy, 0.01 oz (0.35 g)",7.78,164.0,0.35,beauty,4.5,0,1,0,0,0,0,0
"E.L.F., Shape and Stay Wax Pencil, Clear, 0.04 oz (1.4 g)",4.67,268.0,1.4,beauty,4.2,0,1,0,0,0,0,0
"Pixi Beauty, Correction Concentrate, Brightening Peach, 0.1 oz (3 g)",18.67,428.0,3.0,beauty,4.3,0,1,0,0,0,0,0
"E.L.F., Beautifully Bare, Sheer Tint, Finishing Powder, Fair/Light, 0.33 oz (9.4 g)",16.66,738.0,9.4,beauty,4.4,0,1,0,0,0,0,0
"Home Health, Hyaluronic Acid Moisturizing Cream, Fragrance Free, 4 oz (113 g)",24.8,1243.0,113.0,beauty,4.1,0,1,0,0,0,0,0
"E.L.F., Powder Blush Palette, Light, 0.47 oz (13.4 g)",15.6,1088.0,13.4,beauty,4.3,0,1,0,0,0,0,0
"Neutrogena, Acne Proofing, Gel Cleanser, 6 oz (170 g)",15.57,633.0,170.0,beauty,4.6,0,1,0,0,0,0,0
"St. Ives, Apricot Scrub, Acne Control, 6 oz (170 g)",10.11,834.0,170.0,beauty,4.4,0,1,0,0,0,0,0
"J.Cat Beauty, Love Struck, Blusher + Bronzer, LGP106 Snookums, 0.26 oz (7.5 g)",4.48,326.0,7.5,beauty,4.1,0,1,0,0,0,0,0
"Wet n Wild, MegaGlo Loose Highlighting Powder, I'm So Lit, 0.57 g",3.72,2553.0,0.57,beauty,4.6,0,1,0,0,0,0,0
"E.L.F., Contour Palette, 4 Shades, 0.56 oz (16 g)",15.6,1067.0,16.0,beauty,4.3,0,1,0,0,0,0,0
"De La Cruz, Camphor Ointment, Pain Relieving Rub, 2.5 oz (70.9 g)",8.66,439.0,70.9,beauty,4.5,0,1,0,0,0,0,0
"Neutrogena, Rapid Wrinkle Repair, Regenerating Cream, 1.7 oz (48 g)",45.94,410.0,48.0,beauty,4.5,0,1,0,0,0,0,0
"E.L.F., Tone Adjusting Face Primer, Neutralizing Green, 0.47 oz (14 g)",10.89,734.0,14.0,beauty,4.2,0,1,0,0,0,0,0
"Sympli Beautiful, Juice, Apple Peptide Age Defense Emulsion, 2 oz (56 g)",21.47,11.0,56.0,beauty,4.4,0,1,0,0,0,0,0
"Reviva Labs, 10% Glycolic Acid Cream, Anti-Aging, 2.0 oz (55 g)",37.22,3046.0,55.0,beauty,4.3,0,1,0,0,0,0,0
"KLAVUU, Nourishing Care Lip Sleeping Pack, 0.70 oz (20 g)",15.4,223.0,20.0,beauty,4.7,0,1,0,0,0,0,0
"Rimmel London, Professional Eyebrow Pencil, 004 Black Brown, .05 oz (1.4 g)",5.48,329.0,1.4,beauty,4.4,0,1,0,0,0,0,0
"J.Cat Beauty, Aquasurance Compact Foundation, ACF102 Natural, 0.31 oz (9 g)",17.92,91.0,9.0,beauty,4.5,0,1,0,0,0,0,0
"SheaMoisture, Clarifying Facial Wash & Scrub, African Black Soap,  4 oz (113 g)",13.97,714.0,113.0,beauty,4.1,0,1,0,0,0,0,0
"J.Cat Beauty, X-Treme Access Pocket Shadow, XPS103 Pops of Paparazzi, 0.35 oz (10 g)",6.22,606.0,10.0,beauty,4.5,0,1,0,0,0,0,0
"Missha, M Signature Real Complete B.B Cream, No. 21 Light Pink Beige, SPF 25 / PA++, 1.58 oz (45 g)",21.08,54.0,45.0,beauty,4.6,0,1,0,0,0,0,0
"Claires Korea, Guerisson 9 Complex, 70 g",22.13,601.0,70.0,beauty,4.8,0,1,0,0,0,0,0
"Wet n Wild, MegaGlo Makeup Stick, Highlight, When The Nude Strikes, 0.21 oz (6 g)",6.55,316.0,6.0,beauty,4.4,0,1,0,0,0,0,0
"Jayjun Cosmetic, Green Tea Eye Gel Patch, 60 Patches, 1.4 g Each",35.47,661.0,1.4,beauty,4.3,0,1,0,0,0,0,0
"Missha, Perfect Eyebrow Styler, Dark Brown, 0.005 oz (0.15 g)",6.55,763.0,0.15,beauty,4.5,0,1,0,0,0,0,0
"Queen Helene, Scrub, Normal to Dry Skin, Oatmeal 'n Honey, 6 oz (170 g)",6.46,2768.0,170.0,beauty,4.3,0,1,0,0,0,0,0
"Huangjisoo, Mugwort, Rescue Soothing Pads, 10 Pads, 1.26 fl oz (36 g)",4.02,601.0,36.0,beauty,4.5,0,1,0,0,0,0,0
"Wet n Wild, Color Icon Blush, Mellow Wine,  0.21 oz (6 g)",4.28,439.0,6.0,beauty,4.5,0,1,0,0,0,0,0
"Maybelline, Fit Me, Loose Finishing Powder, 05 Fair, 0.7 oz (20 g)",12.37,471.0,20.0,beauty,4.5,0,1,0,0,0,0,0
"Pond's, Cold Cream, Make-Up Remover, 9.5 oz (269 g)",12.72,320.0,269.0,beauty,4.2,0,1,0,0,0,0,0
"YumEarth, Organic Pops, Favorites, 50 Pops, 10.9 oz (310 g)",12.43,87978.0,310.0,grocery,4.8,0,0,1,0,0,0,0
"YumEarth, Organic Pops, Vitamin C, Strawberry Smash, Razzmatazz Berry, Very Very Cherry, 14 Pops, 3 oz (85 g)",4.29,14957.0,85.0,grocery,4.9,0,0,1,0,0,0,0
"California Gold Nutrition, Foods, Variety Pack Snack Bars, 12 Bars, 1.4 oz (40 g) Each",11.66,21790.0,40.0,grocery,4.7,0,0,1,0,0,0,0
"Kettle Foods, Potato Chips, Honey Dijon, 5 oz (141 g)",4.65,19225.0,141.0,grocery,4.5,0,0,1,0,0,0,0
"YumEarth, Organic Pops, Vitamin C, Assorted Flavors, 40 Pops, 8.5 oz (241 g)",10.56,87978.0,241.0,grocery,4.8,0,0,1,0,0,0,0
"Peanut Butter & Co., Old Fashioned Crunchy, Peanut Butter, 16 oz (454 g)",8.15,7738.0,454.0,grocery,4.6,0,0,1,0,0,0,0
"Yogi Tea, Stress Relief, Honey Lavender, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",5.73,9658.0,29.0,grocery,4.6,0,0,1,0,0,0,0
"Annie's Naturals, Organic Ketchup, 24 oz (680 g)",6.92,11401.0,680.0,grocery,4.6,0,0,1,0,0,0,0
"Jarrow Formulas, Extra Virgin Coconut Oil, 16 fl oz (473 g)",13.53,22386.0,473.0,grocery,4.8,0,0,1,0,0,0,0
"Mamma Chia, Organic Chia Seed, 12 oz (340 g)",8.17,16710.0,340.0,grocery,4.8,0,0,1,0,0,0,0
"YumEarth, Gummy Bears, Assorted Flavors, 10 Snack Packs, 0.7 oz (19.8 g) Each",10.13,19056.0,19.8,grocery,4.7,0,0,1,0,0,0,0
"Sea Tangle Noodle Company, Kelp Noodles, 12 oz (340 g)",4.61,3148.0,340.0,grocery,4.1,0,0,1,0,0,0,0
"Simply Organic, Garlic Powder, 3.64 oz (103 g)",10.18,17391.0,103.0,grocery,4.8,0,0,1,0,0,0,0
"Frontier Natural Products, Baking Soda, 16 oz (453 g)",4.19,8835.0,453.0,grocery,4.9,0,0,1,0,0,0,0
"Nature's Path, Love Crunch, Premium Organic Granola, Dark Chocolate & Red Berries, 11.5 oz (325 g)",7.06,7296.0,325.0,grocery,4.6,0,0,1,0,0,0,0
"Bob's Red Mill, Old Fashioned Rolled Oats, Whole Grain, Gluten Free, 32 oz (907 g)",12.43,3282.0,907.0,grocery,4.8,0,0,1,0,0,0,0
"Simply Organic, All-Purpose Seasoning, 2.08 oz (59 g)",7.18,9306.0,59.0,grocery,4.7,0,0,1,0,0,0,0
"YumEarth, Organic Pops, Favorites, 14 Pops, 3.1 oz (87 g)",4.65,87978.0,87.0,grocery,4.8,0,0,1,0,0,0,0
"Nutiva, Organic Coconut Sugar, Unrefined, 1 lb (454 g)",7.06,9867.0,454.0,grocery,4.8,0,0,1,0,0,0,0
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)",4.29,5613.0,93.5,grocery,4.8,0,0,1,0,0,0,0
"Gerber, DHA & Probiotic, Rice Single Grain Cereal, 1st Foods, 8 oz (227 g)",6.72,2582.0,227.0,grocery,4.6,0,0,1,0,0,0,0
"FlapJacked, Protein Pancake and Baking Mix, Buttermilk, 12 oz (340 g)",9.88,5496.0,340.0,grocery,4.2,0,0,1,0,0,0,0
"21st Century, Herbal Slimming Tea, Honey Lemon, Caffeine Free, 24 Tea Bags, 1.7 oz (48 g)",4.71,2303.0,48.0,grocery,4.3,0,0,1,0,0,0,0
"Seapoint Farms, Seaweed Crisps, Almond Sesame, 1.2 oz (35 g)",3.98,6746.0,35.0,grocery,4.5,0,0,1,0,0,0,0
"Finn Crisp, Sourdough Rye Thins, Original, 7 oz (200 g)",4.18,3313.0,200.0,grocery,4.5,0,0,1,0,0,0,0
"Traditional Medicinals, Organic Mother's Milk, Original with Fennel & Fenugreek, Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",6.54,6060.0,28.0,grocery,4.5,0,0,1,0,0,0,0
"Yogi Tea, Green Tea Kombucha, 16 Tea Bags, 1.12 oz (32 g)",5.73,5884.0,32.0,grocery,4.7,0,0,1,0,0,0,0
"Simply Organic, Organic Smoked Paprika, 2.72 oz (77 g)",9.88,17549.0,77.0,grocery,4.8,0,0,1,0,0,0,0
"Bob's Red Mill, Baking Soda, Gluten Free, 16 oz (454 g)",6.41,5699.0,454.0,grocery,4.8,0,0,1,0,0,0,0
"Edward & Sons, Let's Do Organic, 100% Organic Unsweetened Toasted Coconut Flakes, 7 oz (200 g)",4.88,5173.0,200.0,grocery,4.7,0,0,1,0,0,0,0
"MRM, Matcha Green Tea Powder, 6 oz (170 g)",21.2,8144.0,170.0,grocery,4.5,0,0,1,0,0,0,0
"Traditional Medicinals, Organic Roasted Dandelion Root, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",6.54,2570.0,24.0,grocery,4.5,0,0,1,0,0,0,0
"Yogi Tea, Bedtime, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",5.73,4493.0,24.0,grocery,4.3,0,0,1,0,0,0,0
"Seapoint Farms, Dry Roasted Edamame, Sea Salt, 4 oz (113 g)",3.11,2874.0,113.0,grocery,4.3,0,0,1,0,0,0,0
"Sheila G's, Brownie Brittle, Protein,  Chocolate Chip, 3.25 oz (92 g)",5.76,1150.0,92.0,grocery,4.4,0,0,1,0,0,0,0
"Mount Hagen, Organic Fairtrade Coffee, Instant, Decaffeinated, 3.53 oz (100 g)",13.31,4854.0,100.0,grocery,4.6,0,0,1,0,0,0,0
"NuNaturals, Oat Fiber, 1 lb (454 g)",9.94,2278.0,454.0,grocery,4.5,0,0,1,0,0,0,0
"Julian Bakery, Pro Granola, Peanut Butter Cluster, 1.16 lbs (526 g)",19.78,2415.0,526.0,grocery,4.5,0,0,1,0,0,0,0
"Yogi Tea, Woman's Raspberry Leaf, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",5.73,3082.0,29.0,grocery,4.5,0,0,1,0,0,0,0
"Now Foods, Real Food, Cocoa Lovers, Organic Cocoa Powder, 12 oz (340 g)",14.16,8995.0,340.0,grocery,4.7,0,0,1,0,0,0,0
"Sheila G's, Brownie Brittle, Chocolate Chip, 5 oz (142 g)",6.35,3910.0,142.0,grocery,4.4,0,0,1,0,0,0,0
"YumEarth, Organic Strawberry Pops, Strawberry Smash, 14 Pops, 3.1 oz (87 g)",4.29,5822.0,87.0,grocery,4.9,0,0,1,0,0,0,0
"Gerber, Organic Oatmeal Cereal, Millet Quinoa, 8 oz (227 g)",7.61,2165.0,227.0,grocery,4.7,0,0,1,0,0,0,0
"Celtic Sea Salt, Light Grey Celtic, Vital Mineral Blend, 1 lb (454 g)",8.47,5013.0,454.0,grocery,4.7,0,0,1,0,0,0,0
"Simple Mills, Crunchy Almond Flour Cookies, Chocolate Chip, 5.5 oz (156 g)",7.44,2128.0,156.0,grocery,4.7,0,0,1,0,0,0,0
"Uncle Lee's Tea, Legends of China, Dieter's 100% Natural Herbal Drink, No Caffeine, 30 Tea Bags, 2.12 oz (60 g)",5.63,1679.0,60.0,grocery,4.2,0,0,1,0,0,0,0
"Traditional Medicinals, Herbal Teas, Organic Dandelion Leaf & Root Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",6.54,1261.0,28.0,grocery,4.6,0,0,1,0,0,0,0
"PB2 Foods, The Original PB2, Powdered Peanut Butter, 16 oz (454 g)",12.3,7530.0,454.0,grocery,4.6,0,0,1,0,0,0,0
"Pure Indian Foods, 100% Organic Grass-Fed Original Ghee, 15 oz (425 g)",24.17,4323.0,425.0,grocery,4.7,0,0,1,0,0,0,0
"Simple Mills, Crunchy Almond Flour Cookies, Double Chocolate, 5.5 oz (156 g)",7.44,2020.0,156.0,grocery,4.7,0,0,1,0,0,0,0
"Yogi Tea, Skin DeTox, Soothing Rose Hibiscus, 16 Tea Bags, 1.12 oz (32 g)",5.73,7349.0,32.0,grocery,4.3,0,0,1,0,0,0,0
"Kitchens of India, Paste For Butter Chicken Curry, Concentrate For Sauce, Medium, 3.5 oz (100 g)",2.83,6728.0,100.0,grocery,4.5,0,0,1,0,0,0,0
"Jovial, Brown Rice Pasta, Spaghetti, 12 oz (340 g)",6.86,1397.0,340.0,grocery,4.6,0,0,1,0,0,0,0
"Quest Nutrition, Tortilla Style Protein Chips, Nacho Cheese, 12 Bags, 1.1 oz (32 g ) Each",50.57,2675.0,32.0,grocery,4.5,0,0,1,0,0,0,0
"Simple Mills, Almond Flour Crackers, Fine Ground Sea Salt, 4.25 oz (120 g)",7.44,1915.0,120.0,grocery,4.7,0,0,1,0,0,0,0
"Drogheria & Alimentari, Organic Black Pepper Corns Mill, 1.58 oz (45 g)",4.5,5410.0,45.0,grocery,4.7,0,0,1,0,0,0,0
"Simply Organic, Garlic Salt, 4.70 oz (133 g)",7.61,8130.0,133.0,grocery,4.8,0,0,1,0,0,0,0
"Wholesome, Allulose, Zero Calorie Sweetener, 12 oz (340 g)",11.3,449.0,340.0,grocery,4.8,0,0,1,0,0,0,0
"Simply Organic, Curry Powder, 3.00 oz (85 g)",7.41,4220.0,85.0,grocery,4.7,0,0,1,0,0,0,0
"Sunfood, Fine Himalayan Crystal Salt, 1 lb (454 g)",9.88,7487.0,454.0,grocery,4.7,0,0,1,0,0,0,0
"Seapoint Farms, Dry Roasted Edamame, Wasabi, 3.5 oz (99 g)",3.11,1877.0,99.0,grocery,4.3,0,0,1,0,0,0,0
"Sheila G's, Brownie Brittle, Salted Caramel, 5 oz (142 g)",6.98,3186.0,142.0,grocery,4.4,0,0,1,0,0,0,0
"Sahale Snacks, Glazed Mix, Maple Pecans, 4 oz (113 g)",8.14,6355.0,113.0,grocery,4.5,0,0,1,0,0,0,0
"Atkins, Endulge, Caramel Nut Chew Bar, 5 Bars, 1.2 oz (34 g) Each",12.57,7068.0,34.0,grocery,4.5,0,0,1,0,0,0,0
"Traditional Medicinals, Organic Nettle Leaf, Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",6.54,1674.0,32.0,grocery,4.5,0,0,1,0,0,0,0
"Julian Bakery, Pro Granola, Espresso Cluster, 17.9 oz (510 g)",21.76,1751.0,510.0,grocery,4.4,0,0,1,0,0,0,0
"Lakanto, Monkfruit Sweetener with Erythritol, Golden, 16 oz (454 g)",16.25,1991.0,454.0,grocery,4.7,0,0,1,0,0,0,0
"St. Dalfour, Giant French Prunes, Pitted, 7 oz (200 g)",5.27,3278.0,200.0,grocery,4.8,0,0,1,0,0,0,0
"YumEarth, Organic Fruit Snacks, Original , 10 Packs, 0.7 oz (19.8 g) Each",10.13,10257.0,19.8,grocery,4.6,0,0,1,0,0,0,0
"Now Foods, Real Food, Raw Almond Flour, 22 oz (624 g)",20.35,7052.0,624.0,grocery,4.6,0,0,1,0,0,0,0
"Yogi Tea, Stomach Ease, 16 Tea Bags, 1.02 oz (29 g)",5.73,1731.0,29.0,grocery,4.4,0,0,1,0,0,0,0
"Made in Nature, Organic Dried Deglet Noor Dates, Ooh-La-Luscious Supernacks, 8 oz (227 g)",7.45,3999.0,227.0,grocery,4.5,0,0,1,0,0,0,0
"Gerber, Hearty Bits, MultiGrain Cereal, 12+ Months, Banana, Apple, Strawberry, 8 oz (227 g)",6.63,1682.0,227.0,grocery,4.7,0,0,1,0,0,0,0
"Snyder's, Pretzel Pieces, Cheddar Cheese, 8 oz (226.8 g)",4.11,3446.0,226.8,grocery,4.6,0,0,1,0,0,0,0
"Edward & Sons, Coconut Milk Powder, 5.25 oz (150 g)",5.5,6535.0,150.0,grocery,4.5,0,0,1,0,0,0,0
"Simply Organic, Cayenne, 2.89 oz (82 g)",6.8,4288.0,82.0,grocery,4.8,0,0,1,0,0,0,0
"BNRG, Power Crunch Protein Energy Bar, Triple Chocolate, 12 Bars, 1.4 oz (40 g) Each",31.98,3137.0,40.0,grocery,4.5,0,0,1,0,0,0,0
"Bob's Red Mill, Organic Old Fashioned Rolled Oats, Whole Grain, 16 oz (454 g)",4.55,695.0,454.0,grocery,4.8,0,0,1,0,0,0,0
"Bob's Red Mill, Old Fashioned Rolled Oats, Whole Grain, 32 oz (907 g)",6.94,641.0,907.0,grocery,4.8,0,0,1,0,0,0,0
"Lakanto, Monkfruit Sweetener with Erythritol, Golden, 8.29 oz (235 g)",9.04,5231.0,235.0,grocery,4.7,0,0,1,0,0,0,0
"Traditional Medicinals, Organic Mother's Milk, Original with Fennel & Fenugreek, Caffeine Free, 32 Wrapped Tea Bags, 1.98 oz (56 g)",14.39,6060.0,56.0,grocery,4.5,0,0,1,0,0,0,0
"NUCO, Organic Coconut Wraps, Original, 5 Wraps (14 g) Each",9.8,2230.0,14.0,grocery,4.1,0,0,1,0,0,0,0
"Gerber, Lil' Bits, Oatmeal Cereal, 8+ Months, Banana Strawberry, 8 oz (227 g)",6.63,2028.0,227.0,grocery,4.7,0,0,1,0,0,0,0
"Popchips, Potato Chips, Barbeque, 5 oz (142 g)",5.93,3896.0,142.0,grocery,4.4,0,0,1,0,0,0,0
"Quest Nutrition, Tortilla Style Protein Chips, Ranch, 1.1 oz (32 g)",51.15,1211.0,32.0,grocery,4.5,0,0,1,0,0,0,0
"Twinings, Cold Brewed Iced Tea, Unsweetened Flavoured Black Tea, Peach, 20 Tea Bags, 1.41 oz (40 g)",5.56,2682.0,40.0,grocery,4.3,0,0,1,0,0,0,0
"Made in Nature, Organic Coconut Chips, Toasted Cinnamon Supersnacks, 3 oz (85 g)",6.46,1543.0,85.0,grocery,4.6,0,0,1,0,0,0,0
"Kitchens of India, Paste For Tikka Masala, Concentrate For Sauce, Medium, 3.5 oz (100 g)",2.83,1729.0,100.0,grocery,4.5,0,0,1,0,0,0,0
"Stoneridge Orchards, Blueberries, Dipped in Dark Chocolate, 70% Cocoa, 5 oz (142 g)",6.55,8103.0,142.0,grocery,4.6,0,0,1,0,0,0,0
"Sahale Snacks, Glazed Mix, Naturally Pomegranate Flavored Pistachios, 4 oz (113 g)",8.14,3283.0,113.0,grocery,4.4,0,0,1,0,0,0,0
"Now Foods, Real Food, Erythritol, 1 lb (454 g)",9.21,9856.0,454.0,grocery,4.6,0,0,1,0,0,0,0
"Chocolove, Pretzel in Milk Chocolate, 30% Cocoa, 2.9 oz (83 g)",4.57,2641.0,83.0,grocery,4.6,0,0,1,0,0,0,0
"Atkins, Endulge, Peanut Butter Cups, 5 Packs, 1.2 oz (34 g) Each",12.57,3600.0,34.0,grocery,4.2,0,0,1,0,0,0,0
"Atkins, Snack, Caramel Chocolate Nut Roll Bar, 5 Bars, 1.55 oz (44 g) Each",13.97,3681.0,44.0,grocery,4.5,0,0,1,0,0,0,0
"Nature's Path, Love Crunch, Dark Chocolate & Peanut Butter, 11.5 oz (325 g)",7.76,1879.0,325.0,grocery,4.7,0,0,1,0,0,0,0
"PB2 Foods, The Original PB2, Powdered Peanut Butter, 16 oz (454 g)",12.3,7530.0,454.0,grocery,4.6,0,0,1,0,0,0,0
"Now Foods, Real Food, Organic Quinoa Spaghetti, 8 oz (227 g)",7.08,1718.0,227.0,grocery,4.4,0,0,1,0,0,0,0
"Sheila G's, Brownie Brittle, Gluten-Free, Dark Chocolate Sea Salt, 4.5 oz (128 g)",6.35,1479.0,128.0,grocery,4.4,0,0,1,0,0,0,0
"Annie's Homegrown, Macaroni & Cheese, Shells & Real Aged Cheddar, 6 oz (170 g)",3.76,983.0,170.0,grocery,4.4,0,0,1,0,0,0,0
"California Gold Nutrition, Organic Onion Powder, 3 oz (85 g)",7.78,883.0,85.0,grocery,4.5,0,0,1,0,0,0,0
"Stoneridge Orchards, Montmorency Cherries, Dipped in Dark Chocolate, 70% Cocoa, 5 oz (142 g)",6.55,8103.0,142.0,grocery,4.6,0,0,1,0,0,0,0
"YumEarth, Organic Pops, Favorites, 14 Pops, 3.1 oz (87 g)",4.65,87978.0,87.0,grocery,4.8,0,0,1,0,0,0,0
"Simply Organic, Italian Seasoning, 0.95 oz (27 g)",6.92,5282.0,27.0,grocery,4.7,0,0,1,0,0,0,0
"Kevala, Organic Sesame Tahini, 16 oz (454 g)",13.58,2313.0,454.0,grocery,4.6,0,0,1,0,0,0,0
"St. Dalfour, Wild Blueberry, Deluxe Wild Blueberry Spread, 10 oz (284 g)",6.07,8475.0,284.0,grocery,4.6,0,0,1,0,0,0,0
"Peanut Butter & Co., Peanut Butter Spread, Dark Chocolate Dreams, 16 oz (454 g)",8.47,10644.0,454.0,grocery,4.6,0,0,1,0,0,0,0
"Stoneridge Orchards, Sliced Peaches, Dried Tree-Ripened Summer Peaches, 4 oz (113 g)",4.94,1044.0,113.0,grocery,4.3,0,0,1,0,0,0,0
